Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.643266,"19,536,871.65","12,567,414.22","327,299.61",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
LQ/ADA,0.3,80.573389,"130,357.83","10,503,372.64","618,196.76",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
WMT/ADA,0.3,0.688775,"9,672,400.1","6,662,115.59","242,313.56",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
PAVIA/ADA,0.3,0.097123,"12,590,283","1,222,815.58","248,266.89",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
MELD/ADA,0.3,0.146473,"6,252,998.02","915,898.49","291,428.36",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
XRAY/ADA,0.3,0.160767,"5,480,284","881,050.65","63,401.12",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
ADAX/ADA,0.3,0.323906,"2,539,998","822,722.03","52,303.79",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
AADA/ADA,0.3,1.861954,"391,040.57","728,099.73","227,773.21",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
VYFI/ADA,0.3,1.672959,"319,600","534,677.76","68,206.40",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
MILK/ADA,0.3,7.042178,"48,207","339,482.31","138,421.27",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
CLAP/ADA,0.3,0.039137,"5,278,468.39","206,583.98","53,360.27",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
MINt/ADA,0.3,0.121616,"1,651,084.63","200,799.12","55,797.46",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
CHRLZ/ADA,0.3,0,"6,254,478,623,020","169,391.57",452.34,2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
DANA/ADA,0.05,2.217553,"64,442.25","142,904.13","56,957.94",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
WMT/ADA,0.05,0.614993,"232,324.97","142,878.23",N/A,2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
BISON/ADA,0.3,0,"93,328,548,849,592","109,875.79","1,615.24",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
ASHIB/ADA,1,0.000032,"3,200,709,774.26","103,079.35","5,536.96",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
FIRE/ADA,0.3,0.037753,"2,544,122","96,048.61","16,575.76",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
HOSKY/ADA,0.3,0,"1,062,885,860,098","67,019","32,779.57",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
MIN/ADA,0.3,0.379033,"146,679.56","55,596.5","53,134.57",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
MELD/ADA,1,0.15462,"358,400.06","55,416.08","14,884.50",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
FLICK/ADA,0.3,0.005267,"8,300,152","43,724.13","2,899.93",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
cNETA/ADA,0.3,0.075323,"576,750","43,442.99","17,514.80",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
CNFT/ADA,0.3,0.009729,"4,043,828","39,346.25","23,998.38",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
unsi…en/ADA,1,56.003395,570,"31,921.93","2,551.21",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
REVU/ADA,0.3,0.096368,"322,720.76","31,099.97","7,997.69",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
MONET/ADA,0.3,0.000777,"32,565,345.73","25,325.85",625.12,2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
MIN/ADA,0.05,0.398475,"62,204.6","24,786.99",N/A,2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
BDOGE/ADA,1,0.004601,"5,196,038","23,909.61",332.62,2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
MINt/ADA,0.05,0.115125,"205,391.99","23,645.84","2,549.27",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
RAG/ADA,1,0.000732,"28,245,686","20,679.83",467.10,2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
GOKEY/ADA,0.3,0.01566,"1,166,154","18,263.1",393.94,2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
DRIP/ADA,1,0.002503,"6,877,714.74","17,218.93","9,918.71",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
CDX/ADA,1,0.415064,"39,637","16,451.91","13,016.89",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
XDIA…ND/ADA,1,21.986488,698,"15,346.56",N/A,2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
SKULL/ADA,1,0.189962,"78,753","14,960.1","13,047.42",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
RAVE/ADA,1,0.005348,"2,760,905","14,766.7","13,532.62",2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
cMETA/ADA,0.3,0.0228,"565,138","12,885.23",N/A,2022-02-10 19:55:12.465206,2022-02-10,19:55:12,1195
