Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.636254,"20,144,690.3","12,817,142.12","694,345.47",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
LQ/ADA,0.3,80.30853,"140,299.99","11,267,286.52","635,779.64",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
WMT/ADA,0.3,0.720853,"10,961,522.31","7,901,647.28","702,738.72",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
PAVIA/ADA,0.3,0.103799,"11,844,001","1,229,395.98","315,328.66",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
MELD/ADA,0.3,0.129698,"8,774,367.01","1,138,018.06","729,919.28",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
XRAY/ADA,0.3,0.162471,"6,213,339","1,009,489.12","18,215.65",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
ADAX/ADA,0.3,0.318167,"2,567,173","816,790.97","31,059.98",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
AADA/ADA,0.3,1.83466,"395,755.71","726,077.24","229,889.27",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
VYFI/ADA,0.3,1.749637,"312,972.57","547,588.48","30,971.18",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
MILK/ADA,0.3,6.889122,"49,535","341,252.66","183,157.16",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
CLAP/ADA,0.3,0.037416,"5,399,768.98","202,040.6","25,551.84",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
MINt/ADA,0.3,0.095331,"1,864,966.7","177,790.16","92,621.06",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
CHRLZ/ADA,0.3,0,"6,297,214,219,609","168,194.72","1,663.63",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
DANA/ADA,0.05,2.271323,"64,154.87","145,716.46","44,790.28",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
WMT/ADA,0.05,0.696343,"197,858.29","137,777.29","8,934.47",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
BISON/ADA,0.3,0,"93,155,163,907,171","110,039.56","1,633.51",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
ASHIB/ADA,1,0.000031,"3,234,747,979.51","100,559.88","4,645.58",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
FIRE/ADA,0.3,0.030809,"2,835,096","87,347.23","28,069.96",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
HOSKY/ADA,0.3,0,"1,127,729,343,621","61,432.92","17,804.57",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
MIN/ADA,0.3,0.270386,"190,093.11","51,398.67","103,873.13",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
MELD/ADA,1,0.13644,"373,241.75","50,925.14","3,433.58",2022-02-11 20:33:22.507484,2022-02-11,20:33:22,1233
