Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.643975,"19,538,108.82","12,582,064.72",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
LQ/ADA,0.3,80.148896,"131,182.9","10,514,165.03",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
WMT/ADA,0.3,0.691182,"9,682,480.74","6,692,359.27",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
PAVIA/ADA,0.3,0.098974,"12,366,372","1,223,954.08",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
MELD/ADA,0.3,0.14595,"6,310,731.97","921,055.94",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
XRAY/ADA,0.3,0.161685,"5,465,281","883,655.87",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
ADAX/ADA,0.3,0.324142,"2,538,930","822,974.69",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
AADA/ADA,0.3,1.853108,"392,201.47","726,791.7",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
VYFI/ADA,0.3,1.673238,"319,563.88","534,706.62",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
MILK/ADA,0.3,7.005215,"48,487","339,661.9",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
CLAP/ADA,0.3,0.03896,"5,290,856.53","206,131.97",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
MINt/ADA,0.3,0.122085,"1,647,922.13","201,187.75",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
CHRLZ/ADA,0.3,0,"6,254,478,623,020","169,391.57",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
DANA/ADA,0.05,2.204904,"64,627.15","142,496.67",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
WMT/ADA,0.05,0.614993,"228,921.23","140,784.96",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
BISON/ADA,0.3,0,"93,304,895,587,050","109,877.9",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
ASHIB/ADA,1,0.000032,"3,195,933,111.28","103,059.93",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
FIRE/ADA,0.3,0.037753,"2,544,122","96,048.61",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
HOSKY/ADA,0.3,0,"1,083,732,168,194","65,794.85",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
MELD/ADA,1,0.15462,"358,500.06","55,431.54",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
MIN/ADA,0.3,0.357548,"151,791.33","54,272.8",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
FLICK/ADA,0.3,0.005235,"8,325,453","43,591.65",N/A,2022-02-10 21:54:17.727341,2022-02-10,21:54:17,1314
