Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.635499,"20,098,434.54","12,772,541.74","688,514.12",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
LQ/ADA,0.3,80.354336,"139,250.4","11,189,373.93","625,559.79",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
WMT/ADA,0.3,0.710525,"10,923,500.06","7,761,424.63","660,677.03",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
PAVIA/ADA,0.3,0.100995,"12,011,985","1,213,158.54","322,019.32",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
MELD/ADA,0.3,0.127132,"8,726,739.32","1,109,448.09","745,347.35",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
XRAY/ADA,0.3,0.162321,"6,185,470","1,004,035.43","20,301.88",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
ADAX/ADA,0.3,0.318239,"2,566,039","816,615.99","40,974.30",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
AADA/ADA,0.3,1.703,"410,752.64","699,512.09","205,788.32",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
VYFI/ADA,0.3,1.782854,"310,031.77","552,741.68","28,243.81",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
MILK/ADA,0.3,7.042701,"48,932","344,613.47","168,840.89",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
MINt/ADA,0.3,0.119847,"1,662,990.31","199,304.64","70,318.51",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
CLAP/ADA,0.3,0.036021,"5,503,083.16","198,230.74","22,021.07",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
CHRLZ/ADA,0.3,0,"6,291,814,366,191","168,338.03","1,504.62",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
DANA/ADA,0.05,2.197579,"65,328.04","143,563.55","47,638.57",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
WMT/ADA,0.05,0.696343,"199,233.93","138,735.21","8,934.47",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
BISON/ADA,0.3,0,"93,297,996,498,058","109,870.33","1,403.28",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
ASHIB/ADA,1,0.000031,"3,206,033,719.96","101,449.38","3,866.78",2022-02-11 16:34:41.597843,2022-02-11,16:34:41,994
