Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.662829,"18,995,092.12","12,590,498.34","217,961.06",2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
LQ/ADA,0.3,77.368178,"126,301.22","9,771,695.74","703,742.50",2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
WMT/ADA,0.3,0.683708,"9,242,720.35","6,319,328.72","311,635.90",2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
PAVIA/ADA,0.3,0.105646,"12,011,638","1,268,988.31","171,172.13",2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
XRAY/ADA,0.3,0.157294,"5,461,302","859,031.78","59,238.58",2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
ADAX/ADA,0.3,0.33164,"2,517,939","835,050.02","74,165.83",2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
MELD/ADA,0.3,0.13781,"5,659,870.78","779,987.01","330,577.57",2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
AADA/ADA,0.3,1.960417,"379,780.38","744,528.2","216,122.07",2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
VYFI/ADA,0.3,1.736985,"313,189.48","544,005.65","94,082.10",2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
MILK/ADA,0.3,6.540815,"49,713","325,163.57","128,091.00",2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
CLAP/ADA,0.3,0.038406,"5,289,405.9","203,149.01","27,838.92",2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
MINt/ADA,0.3,0.103724,"1,783,886.49","185,033.14","47,060.32",2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
CHRLZ/ADA,0.3,0,"6,268,197,530,523","169,448.18",447.57,2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
DANA/ADA,0.05,2.274094,"62,892.12","143,022.61","74,765.45",2022-02-09 19:23:20.328137,2022-02-09,19:23:20,1163
