Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.641439,"19,779,265.08","12,687,206.04","674,849.83",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
LQ/ADA,0.3,80.650924,"135,958.06","10,965,143.23","565,902.92",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
WMT/ADA,0.3,0.679493,"10,258,468.17","6,970,563.08","499,913.48",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
PAVIA/ADA,0.3,0.100708,"12,393,398","1,248,117.75","282,633.13",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
XRAY/ADA,0.3,0.162752,"6,150,959","1,001,082.1","18,136.76",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
MELD/ADA,0.3,0.143211,"6,279,989.28","899,368.64","648,338.06",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
ADAX/ADA,0.3,0.3255,"2,535,519","825,313.24","42,212.10",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
AADA/ADA,0.3,1.613352,"420,771.88","678,853.35","211,372.27",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
VYFI/ADA,0.3,1.713535,"315,790.34","541,117.9","32,745.83",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
MILK/ADA,0.3,7.242118,"47,905","346,933.68","138,851.59",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
MINt/ADA,0.3,0.122787,"1,637,574.1","201,072.82","62,215.73",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
CLAP/ADA,0.3,0.036434,"5,471,672.11","199,355.82","30,602.72",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
CHRLZ/ADA,0.3,0,"6,269,004,979,429","169,000.24","1,537.48",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
DANA/ADA,0.05,2.262912,"63,902.95","144,606.82","39,113.14",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
WMT/ADA,0.05,0.660367,"213,400.65","140,922.88","5,002.50",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
BISON/ADA,0.3,0,"92,786,443,106,787","110,473.8","1,438.92",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
ASHIB/ADA,1,0.000032,"3,175,947,761.31","102,545.3","1,784.78",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
FIRE/ADA,0.3,0.036688,"2,587,452","94,929.51","11,535.74",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
HOSKY/ADA,0.3,0,"1,163,124,067,369","60,295.13","29,644.10",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
MELD/ADA,1,0.15462,"357,311.21","55,247.72",N/A,2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
MIN/ADA,0.3,0.335539,"158,252.47","53,100","104,571.02",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
cNETA/ADA,0.3,0.077226,"587,712","45,386.86","13,264.21",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
FLICK/ADA,0.3,0.005254,"8,337,022","43,807.65","2,596.86",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
CNFT/ADA,0.3,0.010017,"3,957,850","39,646.71","8,872.80",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
unsi…en/ADA,1,57.412679,564,"32,380.75","2,088.28",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
REVU/ADA,0.3,0.092452,"330,674.36","30,571.81","11,534.90",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
MONET/ADA,0.3,0.000793,"32,233,280.06","25,587.54",629.58,2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
BDOGE/ADA,1,0.004609,"5,191,739","23,929.61",219.42,2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
MINt/ADA,0.05,0.115125,"200,241.11","23,052.85","1,304.65",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
MIN/ADA,0.05,0.325778,"69,097.94","22,510.65","8,734.79",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
RAG/ADA,1,0.000734,"28,205,179","20,709.83",179.94,2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
GOKEY/ADA,0.3,0.01573,"1,163,584","18,303.29","1,116.72",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
DRIP/ADA,1,0.002347,"7,286,532.61","17,103.32","7,581.97",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
CDX/ADA,1,0.444203,"38,322","17,022.77","9,786.94",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
SKULL/ADA,1,0.184259,"85,564","15,765.94","5,043.23",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
RAVE/ADA,1,0.005044,"2,907,033","14,663.43","7,409.88",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
XDIA…ND/ADA,1,17.239087,793,"13,670.59",N/A,2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
cMETA/ADA,0.3,0.023241,"559,760","13,009.46",702.25,2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
DANA/ADA,0.3,2.188129,"5,389.18","11,792.23",N/A,2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
CARGO/ADA,0.3,0.248484,"46,494.44","11,553.13","4,973.02",2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
Card…rm/ADA,0.3,0.109152,"97,824","10,677.76",N/A,2022-02-11 05:09:46.985155,2022-02-11,05:09:46,309
