Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.635499,"20,111,218","12,780,661.64","698,918.56",2022-02-11 18:03:23.561131,2022-02-11,18:03:23,1083
LQ/ADA,0.3,80.461393,"139,405.18","11,216,735.19","622,325.63",2022-02-11 18:03:23.561131,2022-02-11,18:03:23,1083
WMT/ADA,0.3,0.71325,"10,925,291","7,792,471.12","672,832.15",2022-02-11 18:03:23.561131,2022-02-11,18:03:23,1083
PAVIA/ADA,0.3,0.103014,"11,894,915","1,225,344.49","323,938.25",2022-02-11 18:03:23.561131,2022-02-11,18:03:23,1083
MELD/ADA,0.3,0.127996,"8,699,567.82","1,113,515.08","705,159.92",2022-02-11 18:03:23.561131,2022-02-11,18:03:23,1083
XRAY/ADA,0.3,0.162321,"6,188,970","1,004,603.55","20,136.38",2022-02-11 18:03:23.561131,2022-02-11,18:03:23,1083
ADAX/ADA,0.3,0.318237,"2,566,697","816,818.12","31,595.18",2022-02-11 18:03:23.561131,2022-02-11,18:03:23,1083
AADA/ADA,0.3,1.784028,"401,288.78","715,910.66","218,144.49",2022-02-11 18:03:23.561131,2022-02-11,18:03:23,1083
VYFI/ADA,0.3,1.786586,"309,708.32","553,320.69","24,223.60",2022-02-11 18:03:23.561131,2022-02-11,18:03:23,1083
MILK/ADA,0.3,7.301464,"48,062","350,923","172,564.19",2022-02-11 18:03:23.561131,2022-02-11,18:03:23,1083
MINt/ADA,0.3,0.120715,"1,657,010.53","200,026.24","68,739.30",2022-02-11 18:03:23.561131,2022-02-11,18:03:23,1083
CLAP/ADA,0.3,0.035906,"5,511,925.7","197,913.67","20,236.69",2022-02-11 18:03:23.561131,2022-02-11,18:03:23,1083
CHRLZ/ADA,0.3,0,"6,297,214,219,609","168,194.72","1,690.64",2022-02-11 18:03:23.561131,2022-02-11,18:03:23,1083
