Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.664655,"19,029,583.37","12,648,124.15","106,949.84",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
LQ/ADA,0.3,78.477586,"127,582.8","10,012,390.68","617,506.04",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
WMT/ADA,0.3,0.691927,"9,351,306.14","6,470,421.66","232,898.64",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
PAVIA/ADA,0.3,0.101276,"12,286,271","1,244,315.98","204,442.01",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
XRAY/ADA,0.3,0.162029,"5,442,864","881,903.35","66,080.06",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
MELD/ADA,0.3,0.141408,"6,054,859","856,207.93","324,616.25",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
ADAX/ADA,0.3,0.329437,"2,520,451","830,331.05","47,216.08",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
AADA/ADA,0.3,1.898868,"387,294.29","735,421.1","259,476.34",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
VYFI/ADA,0.3,1.699614,"316,959.74","538,709.22","70,165.90",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
MILK/ADA,0.3,6.628394,"49,271","326,587.64","105,563.66",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
CLAP/ADA,0.3,0.038654,"5,283,352.08","204,223.17","46,406.67",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
MINt/ADA,0.3,0.108721,"1,734,774.03","188,607.73","46,195.45",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
CHRLZ/ADA,0.3,0,"6,265,391,442,727","169,524.3",452.34,2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
DANA/ADA,0.05,2.219001,"63,860.39","141,706.34","72,543.24",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
WMT/ADA,0.05,0.614993,"222,831.62","137,039.89",N/A,2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
BISON/ADA,0.3,0,"93,471,375,880,366","109,856.12","1,589.83",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
ASHIB/ADA,1,0.000032,"3,175,554,706.27","103,560.15","5,746.55",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
FIRE/ADA,0.3,0.036209,"2,596,403","94,014.2","16,566.00",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
HOSKY/ADA,0.3,0,"1,050,670,816,945","65,784.93","40,800.21",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
MELD/ADA,1,0.15462,"368,512.06","56,979.6","14,884.50",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
MIN/ADA,0.3,0.34182,"151,361.58","51,738.42","64,822.69",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
FLICK/ADA,0.3,0.005049,"8,476,911","42,805.43",850.08,2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
CNFT/ADA,0.3,0.009342,"4,520,696","42,234.86","23,464.35",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
cNETA/ADA,0.3,0.068374,"599,338","40,979.72","19,517.42",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
REVU/ADA,0.3,0.094862,"325,119.23","30,841.66","3,842.51",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
BDOGE/ADA,1,0.004601,"5,223,540","24,036.16",534.62,2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
MIN/ADA,0.05,0.350764,"66,295.94","23,254.28","1,471.74",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
MINt/ADA,0.05,0.102697,"214,397.23","22,018.06","1,244.62",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
RAG/ADA,1,0.000721,"28,447,473","20,531.66",393.21,2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
unsi…en/ADA,1,57.139218,359,"20,512.97","7,985.40",2022-02-10 04:37:46.518287,2022-02-10,04:37:46,277
