Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.651021,"19,084,487.17","12,424,406.75","865,727.81",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
LQ/ADA,0.3,74.426369,"124,287.81","9,250,291.15","887,108.60",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
WMT/ADA,0.3,0.667239,"8,787,297.31","5,863,232.56","547,681.85",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
PAVIA/ADA,0.3,0.106395,"11,833,211","1,259,003.95","134,244.39",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
XRAY/ADA,0.3,0.167642,"6,112,342","1,024,686.16","153,391.41",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
ADAX/ADA,0.3,0.346783,"2,458,213","852,468.44","77,174.36",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
AADA/ADA,0.3,1.96032,"375,879.2","736,843.75","325,630.53",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
MELD/ADA,0.3,0.128797,"4,524,119.89","582,695","473,484.35",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
VYFI/ADA,0.3,1.647081,"321,600.67","529,702.56","89,254.74",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
MILK/ADA,0.3,5.705502,"52,920","301,935.18","248,041.26",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
CLAP/ADA,0.3,0.03773,"5,338,763.03","201,435.21","76,052.07",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
MINt/ADA,0.3,0.093686,"1,876,535.03","175,806.18","60,083.38",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
CHRLZ/ADA,0.3,0,"6,267,759,608,494","169,628.61","1,691.24",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
BISON/ADA,0.3,0,"93,700,574,595,689","109,460.98","6,540.24",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
WMT/ADA,0.05,0.614993,"176,617.64","108,618.61",N/A,2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
ASHIB/ADA,1,0.00003,"3,276,622,857.55","99,722.25","6,573.70",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
DANA/ADA,0.05,2.259494,"43,765.93","98,888.88","51,870.79",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
MELD/ADA,1,0.237669,"378,631.82","89,989.1",N/A,2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
FIRE/ADA,0.3,0.030739,"2,819,527","86,671.43","50,147.15",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
HOSKY/ADA,0.3,0,"1,062,178,505,508","71,531.17","35,644.54",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
CNFT/ADA,0.3,0.013534,"3,740,845","50,629.58","20,450.92",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
MIN/ADA,0.3,0.308938,"157,546.89","48,672.28","34,875.44",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
FLICK/ADA,0.3,0.004949,"8,502,971","42,086.56","1,320.48",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
cNETA/ADA,0.3,0.052688,"654,470","34,483.01","34,855.43",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
REVU/ADA,0.3,0.098784,"318,001.07","31,413.6","11,201.82",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
unsi…en/ADA,1,82.798372,295,"24,425.51","2,650.74",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
BDOGE/ADA,1,0.004434,"5,259,289","23,320.13","2,251.86",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
MIN/ADA,0.05,0.308643,"72,484.6","22,371.89","4,470.60",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
MINt/ADA,0.05,0.085336,"242,367.33","20,682.82","2,877.31",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
RAG/ADA,1,0.000713,"28,799,497","20,544.75",N/A,2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
GOKEY/ADA,0.3,0.015926,"1,156,354","18,416.67","1,463.08",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
DRIP/ADA,1,0.002698,"6,384,410.32","17,226.5","6,489.57",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
CDX/ADA,1,0.400086,"39,945","15,981.43","3,369.96",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
XDIA…ND/ADA,1,21.986488,698,"15,346.56",N/A,2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
RAVE/ADA,1,0.005616,"2,625,261","14,744.91","14,093.55",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
cMETA/ADA,0.3,0.020679,"593,364","12,270.44",N/A,2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
DANA/ADA,0.3,2.188129,"5,448.4","11,921.8","5,202.42",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
Card…rm/ADA,0.3,0.109152,"97,824","10,677.76",N/A,2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
WMT/ADA,1,0.563914,"18,760.63","10,579.39",N/A,2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
CARGO/ADA,0.3,0.193925,"52,551.88","10,191.14","3,301.30",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
HOSKY/ADA,0.05,0,"130,149,292,926","10,155.34",N/A,2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
cbTHC/ADA,0.3,0.054766,"185,389.78","10,153.2","3,120.67",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
FLANO/ADA,1,0.001153,"7,465,827","8,614.33",N/A,2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
MEOW/ADA,0.3,0,"21,404,754,983","8,334.29",81.74,2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
YAY/ADA,1,0.032461,"242,149","7,860.63","2,510.51",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
SHIBA/ADA,1,0.000026,"287,884,757","7,489.96","11,169.98",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
SKULL/ADA,1,0.10828,"67,623","7,322.25","3,216.67",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
DRIP/ADA,0.3,0.002509,"2,860,303.2","7,179",440.92,2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
FIRE/ADA,1,0.00016,"44,225,555","7,117.74","1,560.45",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
Growth/ADA,1,0.017429,"358,886","6,255.24","2,631.95",2022-02-09 02:53:17.170806,2022-02-09,02:53:17,173
