Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.65472,"21,287,284.15","13,937,220.15","1,457,016.23",2022-02-12 22:41:56.247078,2022-02-12,22:41:56,1361
LQ/ADA,0.3,84.842889,"144,176.2","12,232,325.61","644,205.91",2022-02-12 22:41:56.247078,2022-02-12,22:41:56,1361
WMT/ADA,0.3,0.778661,"11,951,572.39","9,306,225.17","905,875.42",2022-02-12 22:41:56.247078,2022-02-12,22:41:56,1361
MELD/ADA,0.3,0.133912,"9,708,313.54","1,300,061.3","688,109.22",2022-02-12 22:41:56.247078,2022-02-12,22:41:56,1361
PAVIA/ADA,0.3,0.104604,"11,831,263","1,237,598.83","184,827.88",2022-02-12 22:41:56.247078,2022-02-12,22:41:56,1361
XRAY/ADA,0.3,0.170181,"6,311,128","1,074,040.26","51,161.70",2022-02-12 22:41:56.247078,2022-02-12,22:41:56,1361
ADAX/ADA,0.3,0.309278,"2,611,430","807,659.07","77,829.18",2022-02-12 22:41:56.247078,2022-02-12,22:41:56,1361
AADA/ADA,0.3,1.880755,"391,461.19","736,242.82","64,350.44",2022-02-12 22:41:56.247078,2022-02-12,22:41:56,1361
VYFI/ADA,0.3,1.695109,"326,331.69","553,168.02","118,050.21",2022-02-12 22:41:56.247078,2022-02-12,22:41:56,1361
MILK/ADA,0.3,6.656511,"52,633","350,352.15","220,552.31",2022-02-12 22:41:56.247078,2022-02-12,22:41:56,1361
MINt/ADA,0.3,0.128603,"1,616,610.69","207,901.63","142,132.41",2022-02-12 22:41:56.247078,2022-02-12,22:41:56,1361
CLAP/ADA,0.3,0.035613,"5,525,268.72","196,773.28","22,967.57",2022-02-12 22:41:56.247078,2022-02-12,22:41:56,1361
CHRLZ/ADA,0.3,0,"6,338,579,693,406","167,107.98","1,858.11",2022-02-12 22:41:56.247078,2022-02-12,22:41:56,1361
