Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.636804,"20,139,951.47","12,825,207.8","695,404.11",2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
LQ/ADA,0.3,82.549837,"138,498.41","11,433,022.05","796,198.72",2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
WMT/ADA,0.3,0.724809,"10,969,388.39","7,950,719.01","715,005.43",2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
PAVIA/ADA,0.3,0.104324,"11,814,313","1,232,521.57","316,619.43",2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
MELD/ADA,0.3,0.131436,"8,734,156.56","1,147,989.96","728,308.86",2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
XRAY/ADA,0.3,0.162471,"6,213,339","1,009,489.12",N/A,2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
ADAX/ADA,0.3,0.317831,"2,570,990","817,142.68","31,458.81",2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
AADA/ADA,0.3,1.832597,"395,980.5","725,673.05","232,039.29",2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
VYFI/ADA,0.3,1.753958,"312,587.86","548,266.03","31,194.27",2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
MILK/ADA,0.3,6.91984,"49,675","343,743.09","184,112.79",2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
CLAP/ADA,0.3,0.037322,"5,406,608.2","201,786.03","25,419.34",2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
MINt/ADA,0.3,0.098255,"1,834,945.1","180,293.9","97,489.77",2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
CHRLZ/ADA,0.3,0,"6,297,214,219,609","168,194.72",N/A,2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
DANA/ADA,0.05,2.287491,"63,927.9","146,234.56","45,553.36",2022-02-11 21:32:20.214608,2022-02-11,21:32:20,1292
