Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.640499,"19,819,682.78","12,694,503.13","713,598.32",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
LQ/ADA,0.3,80.776284,"136,803.58","11,050,484.99","597,504.81",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
WMT/ADA,0.3,0.687457,"10,298,940.26","7,080,086.58","528,799.07",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
PAVIA/ADA,0.3,0.100756,"12,363,529","1,245,707.92","285,311.70",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
XRAY/ADA,0.3,0.163398,"6,139,797","1,003,231.47","20,130.49",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
MELD/ADA,0.3,0.135044,"6,925,728.31","935,284.52","733,869.81",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
ADAX/ADA,0.3,0.325508,"2,534,667","825,055.51","41,518.99",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
AADA/ADA,0.3,1.534735,"431,627.42","662,433.72","231,797.77",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
VYFI/ADA,0.3,1.714104,"315,737.98","541,207.9","31,953.26",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
MILK/ADA,0.3,7.066551,"48,515","342,833.76","167,327.66",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
MINt/ADA,0.3,0.122564,"1,639,060.1","200,891.07","60,551.98",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
CLAP/ADA,0.3,0.0361,"5,496,919.11","198,442.92","31,085.76",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
CHRLZ/ADA,0.3,0,"6,264,504,969,737","169,122","1,537.48",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
DANA/ADA,0.05,2.23381,"64,317.97","143,674.19","39,514.99",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
WMT/ADA,0.05,0.660367,"214,434.17","141,605.38","5,002.50",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
BISON/ADA,0.3,0,"92,797,395,316,058","110,460.8","1,451.92",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
ASHIB/ADA,1,0.000032,"3,177,650,880.9","102,490.89","1,893.61",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
FIRE/ADA,0.3,0.036688,"2,587,452","94,929.51","11,170.05",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
HOSKY/ADA,0.3,0,"1,161,821,795,134","60,362.91","28,306.21",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
MIN/ADA,0.3,0.363909,"153,026.79","55,687.86","106,454.12",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
MELD/ADA,1,0.15462,"358,002.48","55,354.6",N/A,2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
cNETA/ADA,0.3,0.077373,"587,406","45,449.48","11,733.96",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
FLICK/ADA,0.3,0.005279,"8,317,048","43,913.18","2,702.71",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
CNFT/ADA,0.3,0.010119,"3,937,850","39,848.68","7,243.82",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
unsi…en/ADA,1,57.412679,564,"32,380.75","2,088.28",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
REVU/ADA,0.3,0.092513,"330,566.56","30,581.81","11,544.93",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
MONET/ADA,0.3,0.000793,"32,233,280.06","25,587.54",629.58,2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
BDOGE/ADA,1,0.004609,"5,191,739","23,929.61",121.20,2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
MINt/ADA,0.05,0.115125,"200,241.11","23,052.85","1,304.65",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
MIN/ADA,0.05,0.325778,"69,097.94","22,510.65","8,734.79",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
RAG/ADA,1,0.000734,"28,205,179","20,709.83",179.94,2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
GOKEY/ADA,0.3,0.015816,"1,160,424","18,353.29","1,166.87",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
DRIP/ADA,1,0.002325,"7,334,976.56","17,055.47","8,292.10",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
CDX/ADA,1,0.444476,"38,312","17,028.77","9,926.20",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
SKULL/ADA,1,0.184607,"85,484","15,780.94","5,033.13",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
RAVE/ADA,1,0.005081,"2,896,474","14,717.43","7,158.84",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
XDIA…ND/ADA,1,17.239087,793,"13,670.59",N/A,2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
cMETA/ADA,0.3,0.023241,"559,760","13,009.46",702.25,2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
DANA/ADA,0.3,2.188129,"5,389.18","11,792.23",N/A,2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
CARGO/ADA,0.3,0.248484,"46,494.44","11,553.13","4,973.02",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
Card…rm/ADA,0.3,0.109152,"97,824","10,677.76",N/A,2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
WMT/ADA,1,0.678133,"15,522.19","10,526.12","1,010.00",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
MEOW/ADA,0.3,0,"17,966,150,620","10,262.16",745.11,2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
cbTHC/ADA,0.3,0.052657,"189,163.15","9,960.83",107.60,2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
SHIBA/ADA,1,0.000031,"290,954,019","9,067.71","2,161.25",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
FLANO/ADA,1,0.001157,"7,455,546","8,626.33",N/A,2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
HOSKY/ADA,0.05,0,"142,142,794,864","8,491.52","3,258.50",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
FIRE/ADA,1,0.00019,"42,003,354","8,012.78","2,697.91",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
DRIP/ADA,0.3,0.002613,"2,861,320.17","7,478.08",598.27,2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
YAY/ADA,1,0.026121,"272,126","7,108.32","2,868.48",2022-02-11 06:07:20.454406,2022-02-11,06:07:20,367
