Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.634297,"20,090,371.62","12,743,262.65","759,111.57",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
LQ/ADA,0.3,80.329534,"138,974.51","11,163,758.36","642,118.21",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
WMT/ADA,0.3,0.710039,"10,860,223.83","7,711,191.05","718,324.55",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
PAVIA/ADA,0.3,0.101787,"12,227,722","1,244,635.35","332,872.49",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
MELD/ADA,0.3,0.130457,"8,734,279.91","1,139,455.91","769,949.94",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
XRAY/ADA,0.3,0.162558,"6,183,720","1,005,219.2","20,917.21",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
ADAX/ADA,0.3,0.325783,"2,536,022","826,194.92","33,538.97",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
AADA/ADA,0.3,1.581151,"425,889.92","673,396.54","186,580.61",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
VYFI/ADA,0.3,1.775066,"310,709.38","551,529.69","27,527.99",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
MILK/ADA,0.3,6.810796,"49,499","337,127.63","189,560.73",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
MINt/ADA,0.3,0.127161,"1,614,296.71","205,276.55","68,679.95",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
CLAP/ADA,0.3,0.03603,"5,502,994.88","198,275.77","25,144.21",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
CHRLZ/ADA,0.3,0,"6,269,525,419,458","168,934.7","1,500.22",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
WMT/ADA,0.05,0.696343,"234,160.58","163,056.14","8,934.47",2022-02-11 13:53:44.491440,2022-02-11,13:53:44,833
