Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.630897,"20,113,754.35","12,689,716.98","817,279.87",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
LQ/ADA,0.3,80.486194,"138,365.01","11,136,473.68","551,652.60",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
WMT/ADA,0.3,0.706359,"10,819,118.92","7,642,184.87","687,061.11",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
PAVIA/ADA,0.3,0.103017,"12,215,063","1,258,361.77","317,797.04",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
MELD/ADA,0.3,0.129018,"8,535,821.83","1,101,277.36","766,524.71",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
XRAY/ADA,0.3,0.162657,"6,175,081","1,004,426.1","20,800.12",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
ADAX/ADA,0.3,0.327458,"2,530,359","828,586.73","41,111.93",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
AADA/ADA,0.3,1.555442,"429,353.99","667,835.44","217,028.81",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
VYFI/ADA,0.3,1.71529,"315,865.79","541,801.57","31,461.21",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
MILK/ADA,0.3,7.003319,"48,807","341,811.03","189,571.57",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
CLAP/ADA,0.3,0.035358,"5,553,940.74","196,379.48","24,306.10",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
MINt/ADA,0.3,0.109226,"1,741,462.42","190,213.62","75,371.25",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
CHRLZ/ADA,0.3,0,"6,265,524,429,088","169,027.32","1,598.49",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
WMT/ADA,0.05,0.696343,"236,526.93","164,703.93","8,934.47",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
DANA/ADA,0.05,2.242496,"64,496.33","144,632.79","52,929.81",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
BISON/ADA,0.3,0,"92,926,631,956,931","110,307.9","1,055.81",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
ASHIB/ADA,1,0.000032,"3,184,210,880.9","102,282.3","1,837.34",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
FIRE/ADA,0.3,0.033162,"2,722,072","90,269.39","22,246.43",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
HOSKY/ADA,0.3,0,"1,156,612,931,944","60,665.28","27,153.20",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
MELD/ADA,1,0.154533,"353,206.23","54,582.24",15.30,2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
MIN/ADA,0.3,0.318919,"164,966.66","52,611.03","130,944.14",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
cNETA/ADA,0.3,0.085538,"559,007","47,816.89","25,435.69",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
FLICK/ADA,0.3,0.005279,"8,317,048","43,913.18","1,563.31",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
CNFT/ADA,0.3,0.010528,"3,860,771","40,647.84","8,158.39",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
unsi…en/ADA,1,57.71397,573,"33,070.1",637.35,2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
REVU/ADA,0.3,0.093624,"328,632.46","30,767.9","9,891.56",2022-02-11 11:00:16.572644,2022-02-11,11:00:16,660
