Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay,DateTimeUnix,_PAIR_ID,_DELTA_PAIRPRICE,_DELTA_TOTALASSETLOCKED,_DELTA_TOTALADALOCKED,_DELTA_DATETIME_SECONDS,_DELTA_DATETIME_MINUTES
SUNDAE/ADA,0.3,0.65851,21352876.9,14061097.46,1520497.36,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,SUNDAE/ADA_0.3,,,,,
LQ/ADA,0.3,85.41012,144162.15,12312906.74,635064.55,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,LQ/ADA_0.3,,,,,
WMT/ADA,0.3,0.785214,11970638.0,9399518.76,919539.05,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,WMT/ADA_0.3,,,,,
MELD/ADA,0.3,0.131393,9775927.35,1284490.67,605972.99,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,MELD/ADA_0.3,,,,,
PAVIA/ADA,0.3,0.104659,11829745.0,1238090.6,132213.58,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,PAVIA/ADA_0.3,,,,,
XRAY/ADA,0.3,0.170837,6299038.0,1076109.4,53022.38,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,XRAY/ADA_0.3,,,,,
ADAX/ADA,0.3,0.310728,2605841.0,809708.72,75686.12,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,ADAX/ADA_0.3,,,,,
AADA/ADA,0.3,1.86983,392764.79,734403.72,60350.24,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,AADA/ADA_0.3,,,,,
VYFI/ADA,0.3,1.759542,320312.42,563603.28,126447.49,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,VYFI/ADA_0.3,,,,,
MILK/ADA,0.3,6.757413,52295.0,353378.96,212290.28,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,MILK/ADA_0.3,,,,,
MINt/ADA,0.3,0.128949,1614491.91,208187.13,135968.36,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,MINt/ADA_0.3,,,,,
CLAP/ADA,0.3,0.035613,5527078.9,196837.75,20484.07,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,CLAP/ADA_0.3,,,,,
CHRLZ/ADA,0.3,0.0,6338579693406.0,167107.98,1754.25,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,CHRLZ/ADA_0.3,,,,,
DANA/ADA,0.05,2.145611,67383.53,144578.89,42276.01,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,DANA/ADA_0.05,,,,,
WMT/ADA,0.05,0.775099,178510.38,138363.22,3901.95,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,WMT/ADA_0.05,,,,,
BISON/ADA,0.3,0.0,94769402830826.0,105295.52,6036.59,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,BISON/ADA_0.3,,,,,
ASHIB/ADA,1.0,3.1e-05,3231392522.2,102030.55,2309.2,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,ASHIB/ADA_1.0,,,,,
FIRE/ADA,0.3,0.029736,2884830.0,85783.44,18959.11,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,FIRE/ADA_0.3,,,,,
HOSKY/ADA,0.3,0.0,988447710403.0,68270.01,18724.13,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,HOSKY/ADA_0.3,,,,,
MIN/ADA,0.3,0.291914,178845.96,52207.79,147372.18,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,MIN/ADA_0.3,,,,,
cNETA/ADA,0.3,0.105369,494175.0,52071.02,37269.62,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,cNETA/ADA_0.3,,,,,
FLICK/ADA,0.3,0.005901,8555529.0,50494.25,3376.35,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,FLICK/ADA_0.3,,,,,
CNFT/ADA,0.3,0.012232,3496278.0,42766.77,10288.07,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,CNFT/ADA_0.3,,,,,
MELD/ADA,1.0,0.128618,327357.95,42104.34,0.0,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,MELD/ADA_1.0,,,,,
REVU/ADA,0.3,0.119829,296482.19,35527.17,27642.7,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,REVU/ADA_0.3,,,,,
BDOGE/ADA,1.0,0.005636,5048514.0,28458.34,5212.11,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,BDOGE/ADA_1.0,,,,,
MONET/ADA,0.3,0.000828,33947189.8,28132.58,0.0,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,MONET/ADA_0.3,,,,,
unsi…en/ADA,1.0,37.875228,742.0,28103.41,16636.35,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,unsi…en/ADA_1.0,,,,,
DRIP/ADA,1.0,0.003251,8354923.31,27164.47,15772.46,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,DRIP/ADA_1.0,,,,,
MINt/ADA,0.05,0.132837,183193.46,24334.97,0.0,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,MINt/ADA_0.05,,,,,
SKULL/ADA,1.0,0.161234,148083.0,23876.14,5082.37,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,SKULL/ADA_1.0,,,,,
RAG/ADA,1.0,0.00074,28068873.0,20779.96,265.14,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,RAG/ADA_1.0,,,,,
MIN/ADA,0.05,0.326277,63658.92,20770.5,0.0,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,MIN/ADA_0.05,,,,,
GOKEY/ADA,0.3,0.016385,1140103.0,18681.44,0.0,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,GOKEY/ADA_0.3,,,,,
CDX/ADA,1.0,0.448788,39822.0,17871.67,0.0,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,CDX/ADA_1.0,,,,,
XDIA…ND/ADA,1.0,21.29233,817.0,17395.83,5539.05,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,XDIA…ND/ADA_1.0,,,,,
cMETA/ADA,0.3,0.038797,433540.0,16820.08,653.85,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,cMETA/ADA_0.3,,,,,
RAVE/ADA,1.0,0.005488,2883167.0,15822.88,6829.53,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,RAVE/ADA_1.0,,,,,
DANA/ADA,0.3,2.188129,6300.6,13786.54,0.0,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,DANA/ADA_0.3,,,,,
CARGO/ADA,0.3,0.311822,41529.28,12949.77,3371.64,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,CARGO/ADA_0.3,,,,,
MEOW/ADA,0.3,0.0,15173056373.0,12158.37,1062.79,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,MEOW/ADA_0.3,,,,,
SHIBA/ADA,1.0,4.5e-05,250913062.0,11452.27,2547.15,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,SHIBA/ADA_1.0,,,,,
WMT/ADA,1.0,0.768512,14255.77,10955.74,303.0,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,WMT/ADA_1.0,,,,,
Card…rm/ADA,0.3,0.110175,97370.0,10727.76,0.0,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,Card…rm/ADA_0.3,,,,,
cbTHC/ADA,0.3,0.053967,186839.73,10083.2,54.03,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,cbTHC/ADA_0.3,,,,,
HOSKY/ADA,0.05,0.0,131875169065.0,9068.79,1215.61,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,HOSKY/ADA_0.05,,,,,
DRIP/ADA,0.3,0.003331,2677061.96,8919.58,0.0,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,DRIP/ADA_0.3,,,,,
FLANO/ADA,1.0,0.001152,7469690.0,8610.39,0.0,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,FLANO/ADA_1.0,,,,,
KIDZ/ADA,0.3,0.000144,54103370.0,7803.24,296.97,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,KIDZ/ADA_0.3,,,,,
FIRE/ADA,1.0,0.000149,48465218.0,7241.0,2146.09,2022-02-13 00:13:32.766419,2022-02-13,00:13:32,13,1644722012,FIRE/ADA_1.0,,,,,
SUNDAE/ADA,0.3,0.667748,21338552.85,14248796.92,1559830.19,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,SUNDAE/ADA_0.3,0.009237999999999968,-14324.04999999702,187699.45999999903,4990.0,83.16666666666667
LQ/ADA,0.3,85.575152,144224.77,12342057.3,640059.81,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,LQ/ADA_0.3,0.16503199999999651,62.61999999999534,29150.56000000052,4990.0,83.16666666666667
WMT/ADA,0.3,0.784364,12058229.92,9458052.2,891482.63,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,WMT/ADA_0.3,-0.0008500000000000174,87591.91999999993,58533.43999999948,4990.0,83.16666666666667
MELD/ADA,0.3,0.134207,9693501.81,1300938.78,607167.76,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,MELD/ADA_0.3,0.002813999999999983,-82425.5399999991,16448.110000000102,4990.0,83.16666666666667
PAVIA/ADA,0.3,0.104804,11725074.0,1228846.27,131911.53,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,PAVIA/ADA_0.3,0.00014499999999999236,-104671.0,-9244.330000000075,4990.0,83.16666666666667
XRAY/ADA,0.3,0.170899,6298897.0,1076480.1,53171.85,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,XRAY/ADA_0.3,6.20000000000065e-05,-141.0,370.70000000018626,4990.0,83.16666666666667
ADAX/ADA,0.3,0.311919,2600872.0,811263.3,76945.3,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,ADAX/ADA_0.3,0.0011909999999999976,-4969.0,1554.5800000000745,4990.0,83.16666666666667
AADA/ADA,0.3,1.861423,393711.9,732864.58,58096.47,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,AADA/ADA_0.3,-0.008407000000000053,947.1100000000442,-1539.140000000014,4990.0,83.16666666666667
VYFI/ADA,0.3,1.76453,319860.79,564404.15,122648.02,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,VYFI/ADA_0.3,0.0049879999999999924,-451.63000000000466,800.8699999999953,4990.0,83.16666666666667
MILK/ADA,0.3,6.797445,52273.0,355322.87,215187.71,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,MILK/ADA_0.3,0.04003200000000007,-22.0,1943.9099999999744,4990.0,83.16666666666667
MINt/ADA,0.3,0.131414,1599320.47,210173.67,112341.51,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,MINt/ADA_0.3,0.002464999999999995,-15171.439999999944,1986.5400000000081,4990.0,83.16666666666667
CLAP/ADA,0.3,0.035619,5526578.91,196855.61,19742.49,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,CLAP/ADA_0.3,5.999999999999062e-06,-499.9900000002235,17.85999999998603,4990.0,83.16666666666667
CHRLZ/ADA,0.3,0.0,6338579693406.0,167107.98,1701.07,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,CHRLZ/ADA_0.3,0.0,0.0,0.0,4990.0,83.16666666666667
DANA/ADA,0.05,2.147095,67360.25,144628.89,42218.81,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,DANA/ADA_0.05,0.0014840000000000408,-23.279999999998836,50.0,4990.0,83.16666666666667
WMT/ADA,0.05,0.775099,178512.15,138364.59,3901.95,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,WMT/ADA_0.05,0.0,1.7699999999895226,1.3699999999953434,4990.0,83.16666666666667
ASHIB/ADA,1.0,3.1e-05,3231403522.2,102030.9,2283.95,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,ASHIB/ADA_1.0,0.0,11000.0,0.34999999999126885,4990.0,83.16666666666667
BISON/ADA,0.3,0.0,103471320969189.0,96466.19,15444.07,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,BISON/ADA_0.3,0.0,8701918138363.0,-8829.330000000002,4990.0,83.16666666666667
FIRE/ADA,0.3,0.029881,2877832.0,85993.45,18906.44,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,FIRE/ADA_0.3,0.00014500000000000277,-6998.0,210.00999999999476,4990.0,83.16666666666667
HOSKY/ADA,0.3,0.0,951892025718.0,70907.18,22945.3,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,HOSKY/ADA_0.3,0.0,-36555684685.0,2637.1699999999983,4990.0,83.16666666666667
MIN/ADA,0.3,0.299165,176673.53,52854.55,131697.81,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,MIN/ADA_0.3,0.0072510000000000074,-2172.429999999993,646.760000000002,4990.0,83.16666666666667
FLICK/ADA,0.3,0.005901,8555529.0,50494.25,3376.35,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,FLICK/ADA_0.3,0.0,0.0,0.0,4990.0,83.16666666666667
cNETA/ADA,0.3,0.097217,514509.0,50019.12,38476.55,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,cNETA/ADA_0.3,-0.008152000000000006,20334.0,-2051.899999999994,4990.0,83.16666666666667
CNFT/ADA,0.3,0.012237,3495464.0,42776.77,10062.49,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,CNFT/ADA_0.3,4.999999999999796e-06,-814.0,10.0,4990.0,83.16666666666667
MELD/ADA,1.0,0.128618,327357.95,42104.34,0.0,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,MELD/ADA_1.0,0.0,0.0,0.0,4990.0,83.16666666666667
REVU/ADA,0.3,0.119829,296482.19,35527.17,25239.03,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,REVU/ADA_0.3,0.0,0.0,0.0,4990.0,83.16666666666667
BDOGE/ADA,1.0,0.005656,5048514.0,28557.92,5262.61,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,BDOGE/ADA_1.0,1.9999999999999185e-05,0.0,99.57999999999811,4990.0,83.16666666666667
MONET/ADA,0.3,0.000828,33947189.8,28132.58,0.0,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,MONET/ADA_0.3,0.0,0.0,0.0,4990.0,83.16666666666667
unsi…en/ADA,1.0,37.875228,742.0,28103.41,16636.35,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,unsi…en/ADA_1.0,0.0,0.0,0.0,4990.0,83.16666666666667
DRIP/ADA,1.0,0.003213,8400724.54,26992.35,14066.14,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,DRIP/ADA_1.0,-3.799999999999984e-05,45801.229999999516,-172.12000000000262,4990.0,83.16666666666667
SKULL/ADA,1.0,0.168296,144959.0,24396.14,5437.81,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,SKULL/ADA_1.0,0.007062000000000013,-3124.0,520.0,4990.0,83.16666666666667
MINt/ADA,0.05,0.132837,183293.38,24348.24,5554.03,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,MINt/ADA_0.05,0.0,99.9200000000128,13.270000000000437,4990.0,83.16666666666667
RAG/ADA,1.0,0.00074,28068873.0,20779.96,265.14,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,RAG/ADA_1.0,0.0,0.0,0.0,4990.0,83.16666666666667
MIN/ADA,0.05,0.326277,63658.92,20770.5,0.0,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,MIN/ADA_0.05,0.0,0.0,0.0,4990.0,83.16666666666667
GOKEY/ADA,0.3,0.016385,1140103.0,18681.44,0.0,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,GOKEY/ADA_0.3,0.0,0.0,0.0,4990.0,83.16666666666667
XDIA…ND/ADA,1.0,23.093065,785.0,18128.05,6254.45,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,XDIA…ND/ADA_1.0,1.8007349999999995,-32.0,732.2199999999975,4990.0,83.16666666666667
CDX/ADA,1.0,0.448788,39822.0,17871.67,0.0,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,CDX/ADA_1.0,0.0,0.0,0.0,4990.0,83.16666666666667
cMETA/ADA,0.3,0.038797,433540.0,16820.08,648.84,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,cMETA/ADA_0.3,0.0,0.0,0.0,4990.0,83.16666666666667
RAVE/ADA,1.0,0.005502,2879439.0,15843.58,6813.07,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,RAVE/ADA_1.0,1.4000000000000123e-05,-3728.0,20.700000000000728,4990.0,83.16666666666667
DANA/ADA,0.3,2.188129,6300.6,13786.54,0.0,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,DANA/ADA_0.3,0.0,0.0,0.0,4990.0,83.16666666666667
CARGO/ADA,0.3,0.311822,41529.28,12949.77,3261.12,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,CARGO/ADA_0.3,0.0,0.0,0.0,4990.0,83.16666666666667
MEOW/ADA,0.3,0.0,14964451243.0,12328.37,1233.3,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,MEOW/ADA_0.3,0.0,-208605130.0,170.0,4990.0,83.16666666666667
SHIBA/ADA,1.0,4.6e-05,249852955.0,11686.36,2452.82,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,SHIBA/ADA_1.0,9.999999999999972e-07,-1060107.0,234.09000000000015,4990.0,83.16666666666667
WMT/ADA,1.0,0.768512,14255.77,10955.74,303.0,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,WMT/ADA_1.0,0.0,0.0,0.0,4990.0,83.16666666666667
Card…rm/ADA,0.3,0.110175,97370.0,10727.76,0.0,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,Card…rm/ADA_0.3,0.0,0.0,0.0,4990.0,83.16666666666667
cbTHC/ADA,0.3,0.053967,187440.24,10115.6,54.03,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,cbTHC/ADA_0.3,0.0,600.5099999999802,32.399999999999636,4990.0,83.16666666666667
HOSKY/ADA,0.05,0.0,131875169065.0,9068.79,1215.61,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,HOSKY/ADA_0.05,0.0,0.0,0.0,4990.0,83.16666666666667
DRIP/ADA,0.3,0.003331,2677061.96,8919.58,0.0,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,DRIP/ADA_0.3,0.0,0.0,0.0,4990.0,83.16666666666667
FLANO/ADA,1.0,0.001152,7469690.0,8610.39,0.0,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,FLANO/ADA_1.0,0.0,0.0,0.0,4990.0,83.16666666666667
KIDZ/ADA,0.3,0.000144,53999879.0,7818.24,312.02,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,KIDZ/ADA_0.3,0.0,-103491.0,15.0,4990.0,83.16666666666667
FIRE/ADA,1.0,0.000149,48465218.0,7241.0,2146.0,2022-02-13 01:36:43.105146,2022-02-13,01:36:43,96,1644727003,FIRE/ADA_1.0,0.0,0.0,0.0,4990.0,83.16666666666667
SUNDAE/ADA,0.3,0.667865,21341778.1,14253434.06,1561597.15,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,SUNDAE/ADA_0.3,0.00011700000000003374,3225.25,4637.140000000596,543.0,9.05
LQ/ADA,0.3,85.603193,144201.18,12344082.3,642090.89,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,LQ/ADA_0.3,0.02804100000000176,-23.589999999996508,2025.0,543.0,9.05
WMT/ADA,0.3,0.784374,12060390.4,9459866.64,891542.81,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,WMT/ADA_0.3,1.0000000000065512e-05,2160.480000000447,1814.440000001341,543.0,9.05
MELD/ADA,0.3,0.134218,9693093.25,1300993.78,607222.92,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,MELD/ADA_0.3,1.1000000000011001e-05,-408.56000000052154,55.0,543.0,9.05
PAVIA/ADA,0.3,0.104804,11725074.0,1228846.27,131911.53,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,PAVIA/ADA_0.3,0.0,0.0,0.0,543.0,9.05
XRAY/ADA,0.3,0.170899,6298897.0,1076480.1,53171.85,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,XRAY/ADA_0.3,0.0,0.0,0.0,543.0,9.05
ADAX/ADA,0.3,0.311919,2600872.0,811263.3,76945.3,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,ADAX/ADA_0.3,0.0,0.0,0.0,543.0,9.05
AADA/ADA,0.3,1.861423,393711.9,732864.58,58096.47,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,AADA/ADA_0.3,0.0,0.0,0.0,543.0,9.05
VYFI/ADA,0.3,1.76068,320211.08,563789.47,123563.15,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,VYFI/ADA_0.3,-0.003849999999999909,350.29000000003725,-614.6800000000512,543.0,9.05
MILK/ADA,0.3,6.66944,52773.0,351966.35,218544.23,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,MILK/ADA_0.3,-0.12800499999999992,500.0,-3356.5200000000186,543.0,9.05
MINt/ADA,0.3,0.131414,1599320.47,210173.67,112341.51,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,MINt/ADA_0.3,0.0,0.0,0.0,543.0,9.05
CLAP/ADA,0.3,0.035619,5526578.91,196855.61,19742.49,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,CLAP/ADA_0.3,0.0,0.0,0.0,543.0,9.05
CHRLZ/ADA,0.3,0.0,6338579693406.0,167107.98,3597.67,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,CHRLZ/ADA_0.3,0.0,0.0,0.0,543.0,9.05
DANA/ADA,0.05,2.147095,67360.25,144628.89,42268.83,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,DANA/ADA_0.05,0.0,0.0,0.0,543.0,9.05
WMT/ADA,0.05,0.775099,177151.51,137309.96,3901.95,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,WMT/ADA_0.05,0.0,-1360.6399999999849,-1054.6300000000047,543.0,9.05
ASHIB/ADA,1.0,3.1e-05,3231403522.2,102030.9,2283.95,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,ASHIB/ADA_1.0,0.0,0.0,0.0,543.0,9.05
BISON/ADA,0.3,0.0,103471320969189.0,96466.19,15444.07,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,BISON/ADA_0.3,0.0,0.0,0.0,543.0,9.05
FIRE/ADA,0.3,0.029881,2877832.0,85993.45,18906.44,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,FIRE/ADA_0.3,0.0,0.0,0.0,543.0,9.05
HOSKY/ADA,0.3,0.0,947866588425.0,71213.7,25713.5,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,HOSKY/ADA_0.3,0.0,-4025437293.0,306.5200000000041,543.0,9.05
MIN/ADA,0.3,0.310575,173402.62,53854.55,132700.81,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,MIN/ADA_0.3,0.011409999999999976,-3270.9100000000035,1000.0,543.0,9.05
FLICK/ADA,0.3,0.005901,8555529.0,50494.25,3376.35,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,FLICK/ADA_0.3,0.0,0.0,0.0,543.0,9.05
cNETA/ADA,0.3,0.096955,515203.0,49951.95,38543.72,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,cNETA/ADA_0.3,-0.00026199999999999835,694.0,-67.17000000000553,543.0,9.05
CNFT/ADA,0.3,0.012237,3495464.0,42776.77,10062.49,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,CNFT/ADA_0.3,0.0,0.0,0.0,543.0,9.05
MELD/ADA,1.0,0.128618,327357.95,42104.34,0.0,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,MELD/ADA_1.0,0.0,0.0,0.0,543.0,9.05
REVU/ADA,0.3,0.119829,296482.19,35527.17,25239.03,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,REVU/ADA_0.3,0.0,0.0,0.0,543.0,9.05
BDOGE/ADA,1.0,0.005656,5048514.0,28557.92,5262.61,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,BDOGE/ADA_1.0,0.0,0.0,0.0,543.0,9.05
unsi…en/ADA,1.0,37.978974,741.0,28142.41,16675.74,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,unsi…en/ADA_1.0,0.103746000000001,-1.0,39.0,543.0,9.05
MONET/ADA,0.3,0.000828,33947189.8,28132.58,0.0,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,MONET/ADA_0.3,0.0,0.0,0.0,543.0,9.05
DRIP/ADA,1.0,0.003213,8400724.54,26992.35,14066.14,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,DRIP/ADA_1.0,0.0,0.0,0.0,543.0,9.05
SKULL/ADA,1.0,0.168296,144959.0,24396.14,5437.81,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,SKULL/ADA_1.0,0.0,0.0,0.0,543.0,9.05
MINt/ADA,0.05,0.132837,183293.38,24348.24,5554.03,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,MINt/ADA_0.05,0.0,0.0,0.0,543.0,9.05
RAG/ADA,1.0,0.00074,28068873.0,20779.96,265.14,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,RAG/ADA_1.0,0.0,0.0,0.0,543.0,9.05
MIN/ADA,0.05,0.326277,63658.92,20770.5,0.0,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,MIN/ADA_0.05,0.0,0.0,0.0,543.0,9.05
GOKEY/ADA,0.3,0.016385,1140103.0,18681.44,0.0,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,GOKEY/ADA_0.3,0.0,0.0,0.0,543.0,9.05
XDIA…ND/ADA,1.0,23.093065,785.0,18128.05,6254.45,2022-02-13 01:45:46.506138,2022-02-13,01:45:46,105,1644727546,XDIA…ND/ADA_1.0,0.0,0.0,0.0,543.0,9.05
