Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.755168,"26,232,366.66","19,809,858.85","992,135.06",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
LQ/ADA,0.3,110.476942,"155,142.65","17,139,685.77","933,334.29",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
WMT/ADA,0.3,0.877916,"15,334,023.73","13,461,998.23","1,143,841.60",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
MELD/ADA,0.3,0.132434,"12,692,281.57","1,680,891.09","523,766.22",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
PAVIA/ADA,0.3,0.09372,"12,805,481","1,200,134.1","442,455.89",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
XRAY/ADA,0.3,0.146312,"6,595,340","964,980.07","111,697.50",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
ADAX/ADA,0.3,0.354369,"2,476,483","877,589.07","63,921.40",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
AADA/ADA,0.3,2.082235,"412,745.08","859,432.37","486,606.46",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
VYFI/ADA,0.3,1.561904,"336,841.58","526,114.34","304,768.31",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
MILK/ADA,0.3,6.082119,"54,883","333,804.96","283,850.43",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
MINt/ADA,0.3,0.106794,"1,713,770.91","183,020.97","52,895.52",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
CLAP/ADA,0.3,0.026813,"6,458,528.14","173,175.69","52,409.14",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
CHRLZ/ADA,0.3,0,"6,829,032,618,095","154,602.14",511.57,2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
DANA/ADA,0.05,2.101623,"73,090.59","153,608.95","77,564.67",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
WMT/ADA,0.05,0.867273,"147,068.96","127,549","2,801.40",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
SUNDAE/ADA,0.05,0.758378,"158,732.46","120,379.32","5,102.55",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
RAVE/ADA,1,0.004868,"22,841,725","111,214.42","7,417.41",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
BISON/ADA,0.3,0,"93,342,090,139,678","99,992.51","10,271.88",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
ASHIB/ADA,1,0.000027,"3,534,890,395.62","96,934.81","6,395.10",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
FIRE/ADA,0.3,0.03357,"2,696,271","90,514.76","5,347.51",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
MIN/ADA,0.3,0.304966,"274,607.14","83,746.03","70,964.06",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
HOSKY/ADA,0.3,0,"1,064,367,661,526","64,335.89","27,079.30",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
FLICK/ADA,0.3,0.006415,"8,877,844","56,951.82","1,906.53",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
cNETA/ADA,0.3,0.089345,"530,051","47,357.8","6,686.52",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
CNFT/ADA,0.3,0.011762,"3,444,165","40,512.19","2,335.73",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
DRIP/ADA,1,0.00283,"12,604,253.11","35,670.27","11,928.15",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
REVU/ADA,0.3,0.112737,"293,691.65","33,110.14","21,009.58",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
unsi…en/ADA,1,49.444592,665,"32,880.65","8,264.69",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
BDOGE/ADA,1,0.005337,"5,657,663","30,199.17",N/A,2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
MONET/ADA,0.3,0.000851,"33,491,967.69","28,518.89",30.09,2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
MELD/ADA,1,0.129244,"219,936.9","28,425.66",214.17,2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
QUID/ADA,0.3,0.016429,"1,711,512","28,119.68","2,099.15",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
RAG/ADA,1,0.000729,"28,266,486","20,617.5",N/A,2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
XDIA…ND/ADA,1,25.930284,749,"19,421.78","1,813.13",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
MINt/ADA,0.05,0.104083,"183,460.82","19,095.19","3,314.28",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
HOSKY/ADA,0.05,0,"321,438,012,157","18,670.17","2,600.69",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
MIN/ADA,0.05,0.305036,"59,977.33","18,295.25","1,510.13",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
KIDZ/ADA,0.3,0.000638,"26,744,442","17,072.43","4,216.81",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
SKULL/ADA,1,0.142336,"119,932","17,070.66","1,091.31",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
CDX/ADA,1,0.419855,"40,484","16,997.43","1,857.00",2022-02-17 14:15:39.280448,2022-02-17,14:15:39,855
