Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.75449,"25,683,542.63","19,377,983.19","432,526.23",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
LQ/ADA,0.3,108.567043,"155,314.74","16,862,062.54","813,071.02",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
WMT/ADA,0.3,0.883095,"14,866,819.23","13,128,828.09","1,380,661.22",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
MELD/ADA,0.3,0.129672,"12,004,302.03","1,556,630.2","451,678.71",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
PAVIA/ADA,0.3,0.085974,"12,313,334","1,058,638.72","462,584.94",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
XRAY/ADA,0.3,0.148378,"6,513,021","966,394.88","92,677.17",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
ADAX/ADA,0.3,0.371017,"2,420,403","898,011.88","37,415.35",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
AADA/ADA,0.3,2.149551,"404,218.97","868,889.43","629,373.21",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
VYFI/ADA,0.3,1.733482,"319,414.78","553,699.92","71,528.77",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
MILK/ADA,0.3,6.451611,"52,343","337,696.69","121,190.09",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
CLAP/ADA,0.3,0.033331,"5,787,731.73","192,911.85","15,279.41",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
MINt/ADA,0.3,0.101724,"1,744,589.48","177,467.53","59,078.69",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
DANA/ADA,0.05,2.259464,"70,560.83","159,429.68","87,403.87",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
CHRLZ/ADA,0.3,0,"6,821,336,170,991","154,776.05",357.71,2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
SUNDAE/ADA,0.05,0.69329,"180,631.08","125,229.9",354.08,2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
WMT/ADA,0.05,0.867273,"137,847.89","119,551.81","4,202.10",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
RAVE/ADA,1,0.004968,"22,607,728","112,325.3","7,106.11",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
ASHIB/ADA,1,0.00003,"3,466,949,547.05","106,457.18","4,002.55",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
BISON/ADA,0.3,0,"98,308,379,161,905","94,912.95","3,151.17",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
FIRE/ADA,0.3,0.033516,"2,698,392","90,440.23","4,872.11",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
MIN/ADA,0.3,0.30735,"270,341.43","83,089.46","108,018.90",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
HOSKY/ADA,0.3,0,"1,039,738,433,391","65,626.86","27,218.16",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
FLICK/ADA,0.3,0.006299,"8,959,104","56,433.42","5,542.77",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
cNETA/ADA,0.3,0.09025,"529,260","47,766.18","5,044.64",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
CNFT/ADA,0.3,0.011913,"3,422,214","40,770.54","8,544.62",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
DRIP/ADA,1,0.002705,"12,802,395.2","34,636.08","8,082.00",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
REVU/ADA,0.3,0.118113,"286,717.98","33,865.14","8,537.40",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
unsi…en/ADA,1,42.112254,719,"30,278.71","4,940.74",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
BDOGE/ADA,1,0.005337,"5,657,663","30,199.17",264.78,2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
QUID/ADA,0.3,0.017239,"1,670,781","28,803","3,102.90",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
MONET/ADA,0.3,0.00085,"33,503,680.34","28,508.89",N/A,2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
MELD/ADA,1,0.131209,"217,184.32","28,496.68",N/A,2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
RAG/ADA,1,0.000729,"28,266,486","20,617.5",N/A,2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
HOSKY/ADA,0.05,0,"295,858,557,126","19,820.42","1,355.23",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
XDIA…ND/ADA,1,26.519904,740,"19,624.72","1,788.66",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
MIN/ADA,0.05,0.331494,"57,533.41","19,072.02","1,468.14",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
MINt/ADA,0.05,0.096065,"190,618.47","18,311.93","2,564.90",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
SKULL/ADA,1,0.154061,"115,252","17,755.88",703.84,2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
CDX/ADA,1,0.456311,"38,817","17,712.63","1,281.40",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
GOKEY/ADA,0.3,0.014179,"1,226,419","17,389.44","4,789.98",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
KIDZ/ADA,0.3,0.00054,"29,063,752","15,703.2","2,088.35",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
cMETA/ADA,0.3,0.032805,"475,012","15,582.92",N/A,2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
CARGO/ADA,0.3,0.417842,"36,576.96","15,283.41","3,601.00",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
DANA/ADA,0.3,2.413538,"6,053.7","14,610.84",N/A,2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
MEOW/ADA,0.3,0,"15,758,017,766","12,892.35","2,166.31",2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
WMT/ADA,1,0.812385,"13,838.28","11,242.01",N/A,2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
Card…rm/ADA,0.3,0.109,"97,894","10,670.52",N/A,2022-02-17 04:30:41.417899,2022-02-17,04:30:41,270
