Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.678867,"24,314,951.82","16,506,628.21","1,922,701.66",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
LQ/ADA,0.3,93.203626,"145,297","13,542,207.68","969,810.92",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
WMT/ADA,0.3,0.811481,"12,480,472.03","10,127,675.2","774,397.86",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
MELD/ADA,0.3,0.132386,"9,915,083.87","1,312,621.56","752,095.17",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
PAVIA/ADA,0.3,0.097137,"12,241,344","1,189,094.39","252,940.78",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
XRAY/ADA,0.3,0.169263,"6,348,520","1,074,574.63","43,230.56",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
ADAX/ADA,0.3,0.290109,"2,718,273","788,595.58","176,868.46",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
AADA/ADA,0.3,1.857963,"395,047.26","733,983.51","65,231.62",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
VYFI/ADA,0.3,1.704227,"335,483.59","571,740.38","106,528.68",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
MILK/ADA,0.3,6.391013,"50,892","325,251.45","105,071.85",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
MINt/ADA,0.3,0.131364,"1,589,741.46","208,835.67","48,510.49",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
CLAP/ADA,0.3,0.034403,"5,624,229.84","193,495.27","15,833.99",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
CHRLZ/ADA,0.3,0,"6,815,268,168,412","155,377.34","3,236.83",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
DANA/ADA,0.05,2.171373,"67,502.28","146,572.65","18,607.91",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
WMT/ADA,0.05,0.812849,"172,500.98","140,217.29","3,301.65",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
ASHIB/ADA,1,0.000033,"3,175,344,084.42","107,604.31","4,553.26",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
BISON/ADA,0.3,0,"98,982,207,998,388","95,976.22","2,949.74",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
FIRE/ADA,0.3,0.036851,"2,559,194","94,308.93","37,749.95",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
HOSKY/ADA,0.3,0,"943,920,729,290","77,399.77","38,688.25",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
MIN/ADA,0.3,0.313532,"199,791.41","62,641.19","129,941.91",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
FLICK/ADA,0.3,0.006089,"9,310,057","56,689.21","11,473.71",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
cNETA/ADA,0.3,0.093567,"502,853","47,050.85","40,836.04",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
MELD/ADA,1,0.12941,"342,704.76","44,349.72","2,807.61",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
CNFT/ADA,0.3,0.01181,"3,554,118","41,975.61","2,985.12",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
REVU/ADA,0.3,0.114345,"301,897.4","34,520.65","5,283.65",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
unsi…en/ADA,1,44.869986,687,"30,825.68","11,425.38",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
BDOGE/ADA,1,0.005279,"5,587,698","29,498.79","2,650.09",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
DRIP/ADA,1,0.003008,"9,559,489.41","28,761.61","12,429.83",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
MONET/ADA,0.3,0.000841,"33,686,232.53","28,353.18",220.26,2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
QUID/ADA,0.3,0.013861,"1,848,348","25,620.08","1,451.10",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
SKULL/ADA,1,0.149517,"159,594","23,862.17","1,965.82",2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
MINt/ADA,0.05,0.123004,"174,269.07","21,435.85",889.99,2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
RAG/ADA,1,0.000746,"27,961,090","20,864.14",N/A,2022-02-14 03:00:43.271078,2022-02-14,03:00:43,180
