Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.720143,"25,370,117.44","18,270,137.37","1,853,163.79",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
LQ/ADA,0.3,101.385667,"147,128.59","14,916,730.6","1,243,251.13",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
WMT/ADA,0.3,0.821888,"12,738,676.96","10,469,774.93","581,221.08",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
MELD/ADA,0.3,0.128783,"10,095,268.45","1,300,099.88","506,731.29",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
PAVIA/ADA,0.3,0.102355,"10,662,331","1,091,350.84","146,504.98",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
XRAY/ADA,0.3,0.161706,"6,508,244","1,052,426.73","68,011.32",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
ADAX/ADA,0.3,0.307478,"2,640,941","812,033.63","107,631.78",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
AADA/ADA,0.3,1.818538,"399,378.48","726,285.05","63,587.34",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
VYFI/ADA,0.3,1.510031,"350,564.58","529,363.68","122,733.24",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
MILK/ADA,0.3,6.704357,"49,700","333,206.58","161,784.47",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
MINt/ADA,0.3,0.121412,"1,653,411.53","200,745","43,044.63",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
CLAP/ADA,0.3,0.034009,"5,690,629.24","193,537.59","20,875.76",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
CHRLZ/ADA,0.3,0,"6,828,541,503,677","155,122.27","1,060.34",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
DANA/ADA,0.05,2.178125,"67,314.97","146,620.44","40,442.96",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
WMT/ADA,0.05,0.812849,"167,382.91","136,057.08",N/A,2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
RAVE/ADA,1,0.005428,"21,384,717","116,085.51","3,750.86",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
ASHIB/ADA,1,0.000034,"3,165,692,735.8","108,046.19",928.91,2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
BISON/ADA,0.3,0,"98,305,076,066,387","96,684.81","1,814.84",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
FIRE/ADA,0.3,0.033068,"2,701,837","89,346.41","9,994.05",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
HOSKY/ADA,0.3,0,"922,616,424,198","72,170.1","38,870.22",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
MIN/ADA,0.3,0.311301,"210,493.39","65,526.98","182,646.17",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
FLICK/ADA,0.3,0.006254,"8,965,211","56,069.98","7,332.92",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
cNETA/ADA,0.3,0.097252,"505,200","49,131.78","23,079.14",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
CNFT/ADA,0.3,0.012988,"3,373,325","43,815.98","5,237.79",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
MELD/ADA,1,0.12941,"337,451.46","43,669.88","2,807.61",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
REVU/ADA,0.3,0.10925,"307,796.26","33,626.89","5,514.52",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
BDOGE/ADA,1,0.005472,"5,793,588","31,703.45","3,789.63",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
unsi…en/ADA,1,45.340796,687,"31,149.12","5,957.00",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
DRIP/ADA,1,0.003105,"9,584,182.68","29,764.01","19,245.04",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
MONET/ADA,0.3,0.000837,"33,762,151.55","28,289.97",350.50,2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
QUID/ADA,0.3,0.014763,"1,797,895","26,542.62","6,178.61",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
SKULL/ADA,1,0.161645,"153,573","24,824.37","2,791.21",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
MINt/ADA,0.05,0.123004,"174,293.46","21,438.85",N/A,2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
RAG/ADA,1,0.00075,"27,894,910","20,934.05",468.86,2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
XDIA…ND/ADA,1,25.703697,747,"19,200.66","4,789.29",2022-02-14 17:00:39.939866,2022-02-14,17:00:39,1020
