Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.728101,"25,608,002.11","18,645,236.94","1,514,442.22",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
LQ/ADA,0.3,106.309286,"148,984.64","15,838,451.71","1,763,644.91",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
WMT/ADA,0.3,0.815413,"13,593,489.3","11,084,316.37","1,186,043.23",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
MELD/ADA,0.3,0.1381,"9,844,245.15","1,359,491.13","406,089.31",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
PAVIA/ADA,0.3,0.105313,"10,739,019","1,130,969","182,759.62",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
XRAY/ADA,0.3,0.162581,"6,552,524","1,065,320.65","44,336.39",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
ADAX/ADA,0.3,0.328305,"2,559,540","840,310.23","122,933.23",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
AADA/ADA,0.3,2.065728,"375,985.11","776,683.34","134,133.58",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
VYFI/ADA,0.3,1.635599,"328,065.48","536,583.57","115,136.32",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
MILK/ADA,0.3,6.763165,"49,513","334,864.63","194,120.33",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
CLAP/ADA,0.3,0.034891,"5,615,466.78","195,933.25","23,962.57",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
MINt/ADA,0.3,0.109942,"1,738,648.54","191,152.03","69,860.31",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
CHRLZ/ADA,0.3,0,"6,831,673,007,722","154,973.75","1,179.22",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
DANA/ADA,0.05,2.166076,"69,032.25","149,529.15","68,030.00",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
WMT/ADA,0.05,0.812871,"178,387.48","145,006.11","2,799.33",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
RAVE/ADA,1,0.00555,"21,158,946","117,439.46","5,590.22",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
ASHIB/ADA,1,0.000035,"3,163,750,745.82","110,970.84","1,763.76",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
BISON/ADA,0.3,0,"97,088,145,896,934","97,845.18","1,981.87",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
FIRE/ADA,0.3,0.032855,"2,710,652","89,059.8","6,963.65",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
HOSKY/ADA,0.3,0,"950,052,957,343","70,463.85","48,315.04",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
MIN/ADA,0.3,0.316475,"211,606.68","66,968.35","109,940.64",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
FLICK/ADA,0.3,0.00585,"9,272,442","54,245.03","12,532.69",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
SUNDAE/ADA,0.05,0.657312,"79,326.19","52,142.07","1,000.50",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
cNETA/ADA,0.3,0.096453,"509,078","49,102.46","9,517.83",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
MELD/ADA,1,0.138095,"326,978.64","45,154.43","2,968.39",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
CNFT/ADA,0.3,0.01303,"3,367,961","43,885.98","2,937.63",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
DRIP/ADA,1,0.003252,"10,695,738.39","34,792.64","18,347.34",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
REVU/ADA,0.3,0.10925,"307,796.26","33,626.89","5,993.36",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
BDOGE/ADA,1,0.005296,"5,890,578","31,198.07","2,827.84",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
unsi…en/ADA,1,39.647952,738,"29,260.18","6,857.46",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
QUID/ADA,0.3,0.017688,"1,646,237","29,119.34","7,255.07",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
MONET/ADA,0.3,0.000849,"33,536,280.84","28,481.08",478.39,2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
RAG/ADA,1,0.00075,"27,864,987","20,911.59",60.60,2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
HOSKY/ADA,0.05,0,"280,946,566,944","20,810.26",678.24,2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
MINt/ADA,0.05,0.1049,"188,738.99","19,798.74","1,640.11",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
XDIA…ND/ADA,1,26.585731,736,"19,567.09","4,601.19",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
MIN/ADA,0.05,0.337089,"56,851.04","19,163.89",N/A,2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
GOKEY/ADA,0.3,0.016843,"1,119,227","18,851.63",973.66,2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
SKULL/ADA,1,0.16711,"103,267","17,256.98","2,264.85",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
CDX/ADA,1,0.43638,"39,493","17,233.96","5,217.53",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
cMETA/ADA,0.3,0.039887,"427,625","17,057.01",565.68,2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
DANA/ADA,0.3,2.188129,"6,532.08","14,293.05",N/A,2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
CARGO/ADA,0.3,0.325149,"40,505.11","13,170.21","2,344.30",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
MEOW/ADA,0.3,0,"15,413,652,135","13,149.18","3,798.90",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
KIDZ/ADA,0.3,0.000352,"34,677,850","12,215.1","4,365.49",2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
Card…rm/ADA,0.3,0.109176,"97,815","10,679.11",50.65,2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
WMT/ADA,1,0.768512,"13,645","10,486.36",N/A,2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
cbTHC/ADA,0.3,0.046783,"201,383.13","9,421.46",N/A,2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
DRIP/ADA,0.3,0.003002,"2,967,611.61","8,909.56",N/A,2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
LQ/ADA,1,100.801593,87.9,"8,860.54",N/A,2022-02-15 04:15:40.490892,2022-02-15,04:15:40,255
