Pair,LpFee,PairPrice,TotalAssetLocked,TotalAdaLocked,AdaVolume24hs,DateTime,Date,Time,MinuteOfDay
SUNDAE/ADA,0.3,0.756965,"26,064,523.87","19,729,953.47","847,969.12",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
LQ/ADA,0.3,109.535049,"155,413.09","17,023,181.23","825,458.95",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
WMT/ADA,0.3,0.871452,"15,041,287.58","13,107,771.8","1,057,769.62",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
MELD/ADA,0.3,0.123205,"12,338,345.14","1,520,157.55","361,475.77",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
PAVIA/ADA,0.3,0.080176,"12,677,605","1,016,445.91","378,436.71",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
XRAY/ADA,0.3,0.144601,"6,610,937","955,949.68","105,272.99",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
ADAX/ADA,0.3,0.360737,"2,454,352","885,376.97","47,568.42",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
AADA/ADA,0.3,2.081911,"412,400.27","858,580.73","518,525.34",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
VYFI/ADA,0.3,1.468037,"347,419.97","510,025.43","289,747.92",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
MILK/ADA,0.3,6.303936,"53,018","334,222.09","116,081.90",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
CLAP/ADA,0.3,0.033156,"5,805,932.51","192,505.36","11,025.51",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
MINt/ADA,0.3,0.108772,"1,687,895.26","183,597.38","59,130.80",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
DANA/ADA,0.05,2.15531,"72,290.79","155,809.1","71,602.89",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
CHRLZ/ADA,0.3,0,"6,825,328,027,635","154,685.8",427.90,2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
WMT/ADA,0.05,0.867273,"138,134.83","119,800.67","2,801.40",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
SUNDAE/ADA,0.05,0.758378,"157,722.75","119,613.57","5,456.63",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
RAVE/ADA,1,0.004948,"22,656,230","112,106.38","5,820.74",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
BISON/ADA,0.3,0,"93,128,614,616,425","100,221","11,831.48",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
ASHIB/ADA,1,0.000027,"3,535,973,790.39","96,904.81","6,928.72",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
FIRE/ADA,0.3,0.033201,"2,711,169","90,015.28","4,870.70",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
MIN/ADA,0.3,0.316812,"270,435.38","85,677.27","85,764.94",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
HOSKY/ADA,0.3,0,"1,090,670,992,659","62,795.38","25,877.99",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
FLICK/ADA,0.3,0.00637,"8,908,862","56,752.66","2,223.55",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
cNETA/ADA,0.3,0.092472,"522,881","48,352.18","5,552.98",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
CNFT/ADA,0.3,0.0119,"3,424,165","40,748.11","2,433.79",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
DRIP/ADA,1,0.00282,"12,549,175.76","35,394.8","10,866.43",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
REVU/ADA,0.3,0.117345,"287,741.64","33,765.26","14,271.58",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
unsi…en/ADA,1,43.658097,707,"30,866.27","4,531.61",2022-02-17 10:30:39.217740,2022-02-17,10:30:39,630
